8333,182
8732,8362
1803,7526
7038,3707
6887,5316
7981,2504
5175,7259
72,3781
6268,6368
6155,4610
3410,8307
9100,6793
8589,8472
496,6979
6185,8065
5671,5457
1442,1325
761,5864
5801,8695
7103,375
6991,4925
4569,9537
1696,5441
3342,9587
739,2233
9037,3375
4943,6197
8965,1208
9833,4964
5426,2641
3649,7668
9769,1667
637,5865
6162,9293
116,7978
2504,760
6776,7341
1546,9666
6222,3020
4522,4902
9409,2172
6127,8968
7687,6811
5977,1342
68,8474
8361,6809
3839,7745
9677,9570
2823,7990
4568,9476
9503,420
1194,4875
7316,3267
4842,6816
3923,8480
5468,677
664,7316
8240,8235
5481,3641
3760,938
97,7439
1479,1917
6762,2345
5940,6995
6096,909
7992,3759
6334,4049
8039,6487
2935,884
7708,899
757,2698
6415,7677
3253,2566
9930,828
1012,8238
4887,9829
3693,9370
8236,7493
9461,8512
6644,2395
3100,374
7072,7066
7621,8990
6486,5755
6869,6729
1896,756
3427,4244
481,5583
9982,8070
4877,5792
8252,5855
8543,2880
5129,4487
125,9689
1680,9981
9172,1853
1410,8364
4475,8635
5510,7210
7697,4269
4464,5693
2386,2439
1704,5747
4275,6992
5678,6704
9627,4808
4793,1249
5219,7051
4817,2087
3690,1642
7919,1533
7344,644
6501,5589
7185,1171
5326,363
7450,9828
2285,3966
7285,1177
5519,760
2137,3511
1040,2800
189,3740
4804,1741
3357,263
2359,2377
8984,4276
6803,4403
3453,7291
3427,8075
520,5141
6096,7976
1462,7113
7987,817
4901,4140
9211,1803
4367,922
4861,3654
4178,3543
2261,8643
7940,205
956,3120
3751,2299
1838,3401
6510,4048
5764,5153
6474,6259
7355,9825
6292,8975
7367,9024
9727,167
2353,7285
3945,9703
5714,7879
4514,8299
4509,9377
9134,196
4054,8112
251,8000
1906,4641
9056,4162
7656,3210
2032,7262
7161,2801
9062,5528
4274,7990
6815,6270
1786,5350
9565,6087
6455,1697
6142,9764
4111,6647
7829,6558
6013,2830
7407,5111
327,4577
3285,1892
3882,4405
2446,2892
5433,5895
908,4551
8435,6059
4137,9693
5613,8832
3118,7532
3646,2436
5684,2624
5525,4225
7530,6432
508,3036
8068,6684
4376,8057
8717,6470
9511,1751
1165,1080
2541,2691
7781,6092
2202,3308
5512,9928
3254,1993
2814,8761
680,5753
2068,1515
4116,1976
1293,5912
9708,8088
4583,2557
450,28
3865,1393
9225,177
6522,6988
9799,4541
2731,715
8476,1984
2382,3544
7850,5964
1423,2940
6575,6237
2118,3427
1487,66
3659,4684
8548,289
718,6729
7305,1994
9589,6680
4805,175
5991,5444
9155,577
1303,3707
4979,3843
7284,5007
3953,8491
9238,2404
7113,5525
7621,6319
517,5985
917,8242
5839,8450
765,878
7908,812
3861,9928
5197,480
364,1335
3846,600
7670,2371
3257,683
2394,674
8835,9427
1298,6492
5273,9703
6979,1103
3312,5412
9538,8284
795,4803
9650,6923
1105,3765
284,3956
9656,3057
3224,8927
8693,1051
5056,158
7038,6051
4943,1642
9112,6988
2093,452
1877,9582
3570,3084
259,1596
1568,7441
2836,9415
2391,2879
3691,9346
9273,3986
6677,6050
6910,1244
2880,7666
8175,4159
4840,1886
783,106
9242,3517
6182,3479
9848,834
6313,5323
2577,6100
6723,9988
5763,6523
9674,5836
1503,9563
4120,9642
2263,7162
4454,2405
9478,4167
4617,6679
574,8110
3353,1053
3811,4422
3447,4752
8701,1816
3631,4102
9534,5553
5014,371
1651,4644
7125,8460
7963,1000
9965,2771
2027,8568
838,7723
3303,1594
3173,3085
4346,5967
6343,6019
2547,5591
1194,1930
2876,1846
7472,5919
6943,9243
2094,959
9775,7763
7260,3865
9336,6873
6658,2106
3544,9180
8410,8631
4601,7997
5244,7625
7370,7902
2556,5642
8326,7715
1104,5808
3660,8561
1814,2301
2895,9590
2128,1569
6251,2037
6521,6209
281,9227
6668,5008
1439,4532
3212,9466
4269,3545
6736,5958
9653,8547
6152,5903
4223,8352
3158,678
1337,1611
9643,6970
2704,1209
6479,6176
2796,3766
5023,7448
489,1833
2423,8841
4381,6114
6810,8606
799,1599
6396,9852
6844,3598
4526,8739
6196,5951
8107,6205
6569,2586
9162,4546
6048,5231
7123,1405
7855,5526
3624,1853
4635,6182
5602,5284
7975,2795
8220,9059
2501,2679
2917,3436
2561,2360
5598,3067
3404,1425
3011,6274
2310,9827
4963,9923
3974,8624
5216,5555
1474,9669
2235,9252
6289,3899
4772,3358
160,2330
1126,3938
9,984
7548,8484
5740,6544
3778,3664
6812,1862
8887,1776
4371,9294
1295,458
5689,7548
4199,1491
7271,5890
4961,8883
5181,8415
7159,5685
5257,9517
1407,2661
2567,9479
492,2792
2106,1579
5678,9920
8301,4929
7991,239
2699,4931
893,83
1551,7472
4898,5042
6341,4775
4179,7962
3852,9356
9669,1401
7768,3678
2095,9368
3592,5731
6065,9201
863,4567
6871,8584
293,5389
8052,4918
849,7472
8919,313
1394,1454
3545,743
6646,431
1577,8673
6497,2823
5953,4343
8815,7123
8957,2746
320,6247
5901,5358
9365,7032
4210,864
4480,9428
4871,6783
2416,5152
3158,5948
5095,3517
2661,617
5697,8436
1324,2061
7616,5934
3800,2863
4603,2668
2997,7039
103,7752
9886,9790
8410,1912
1564,5149
6753,223
3075,3239
4598,2700
1460,5589
9354,8423
8798,2889
1916,7776
8809,7652
7092,7850
6603,3404
3819,8128
2358,4630
7809,7790
5964,2102
5673,9601
5274,590
1374,746
7476,7888
9362,1041
1055,6845
8547,6852
1466,8426
7716,9785
8440,5725
9524,1446
3211,504
9680,228
3819,8048
88,2093
6868,6081
2109,5629
5395,4078
9697,3329
2555,6763
3564,8672
5649,5992
5659,2183
2853,7972
750,9562
1529,1137
876,5867
2415,9146
7465,6578
2513,884
1741,7803
1016,9010
6877,4582
9451,366
8743,3392
8570,5844
9913,2717
5831,7964
31,1852
9078,8971
4878,4964
6996,815
1013,6820
8819,9760
9223,2642
6702,3320
961,7519
4163,9070
2604,3594
4920,3809
9417,180
3552,7149
2504,627
3431,4204
1746,3691
9624,924
5852,5936
6299,7655
3844,5275
1947,8684
9358,6279
8922,4675
7637,6773
1906,3949
4790,1759
2634,9414
5306,1010
9961,1734
187,5016
5442,8663
1572,1568
1933,2931
6176,3135
3668,4318
5922,9073
3850,7321
7429,2938
1404,3198
2606,349
6682,3092
6936,2489
5597,6871
7293,4456
4147,5852
3053,6048
8332,7065
5670,3074
7511,3140
6171,1608
8503,1531
7703,6407
4237,1346
9973,5974
810,7178
9697,5863
955,7056
9773,6682
804,8559
6206,4211
3492,7890
9095,1409
4899,5899
1668,6057
9584,7749
9480,8183
7196,1987
6584,8631
6046,64
4784,7583
7602,1321
1155,2396
5945,4388
3544,6020
9180,1990
3639,8555
570,4893
1720,2672
5707,5480
745,9762
2608,4971
2706,1105
5711,8927
8570,8668
3254,4516
3229,717
248,7604
6813,2317
2304,4518
7301,2487
871,9687
8672,6354
515,2212
4789,9841
3752,5441
3364,4638
3504,5849
566,851
3547,6257
7197,5684
3938,1801
3292,5156
5405,5942
7449,9535
5117,742
8955,8325
7116,4382
14,7067
541,7726
4624,6983
7356,8647
5060,3352
5799,9179
1960,3086
2508,954
5750,5049
8832,1629
8839,61
4797,595
1724,6311
4673,7634
6179,5878
4433,6390
8475,2343
5725,2134
7485,1553
7992,1039
6169,413
8058,4885
4550,7110
9278,2713
9516,8821
8612,1546
5640,4470
2478,3164
6498,1894
2447,2239
6777,8157
7339,1128
534,3319
8029,6912
5279,9229
6717,3219
3381,949
2160,1481
6710,1668
2556,3974
6206,392
5959,155
1281,7459
1983,4324
4761,7272
2505,9493
4977,7626
484,8691
7261,1655
5782,849
765,4799
2794,9813
803,7865
3074,3849
4599,9551
3396,1254
2983,4330
3069,10
9951,6144
7511,8166
1873,3195
1310,5941
9646,27
6000,4398
139,3986
9106,7025
9379,3308
873,2903
5892,4696
3147,9945
2362,6144
1518,2311
1929,2533
6101,6469
2469,3153
2361,3811
5730,7393
5040,8798
4010,5782
4374,9025
9226,5098
2863,2067
4667,9964
1112,747
5026,7082
2491,8234
3075,9538
8207,761
8836,8190
8408,538
1046,2779
4589,8482
5845,937
6532,2033
3759,5538
5770,7963
8739,7213
8369,3828
5111,1914
2442,2493
7343,7114
6167,7959
6809,3582
5305,1502
7431,3585
1167,2323
4672,261
4086,9695
6670,2841
1308,4187
5512,1333
5319,265
5371,3358
7716,9199
5340,4436
4933,1143
6726,739
960,3978
7382,5821
9645,3685
1521,3908
9134,3961
1176,4564
6493,6634
1148,2349
4210,8865
2902,5711
7808,9154
5892,7937
9546,7379
4233,8499
281,753
1934,7972
3340,5093
5065,6196
5899,7941
5186,2591
9038,8133
2798,7453
8155,7469
337,3437
4745,3546
7393,1493
8944,2780
4032,7660
4089,2380
3301,7798
7499,1675
9946,3446
2933,2821
2247,6210
4990,4535
2170,2284
9334,4298
5923,3894
6770,1975
1255,8054
2282,6860
8057,2275
6611,8774
7003,4669
2887,2185
5304,4747
3763,3548
1763,7775
9285,5910
4436,1192
8763,1353
6996,4017
3411,621
543,4501
6199,694
9840,2122
4934,6867
1602,9903
4925,5105
6648,2662
9708,9890
5337,1904
3929,1693
5427,2918
4164,4137
9168,4119
4659,2027
8048,7068
8872,1604
4977,1164
3242,7766
37,3418
8002,5186
8036,6297
3132,804
3060,3625
3346,363
4661,7711
4250,5714
271,8141
2767,2460
5013,4468
1491,6670
977,4150
3857,5647
9796,7667
4932,1164
7516,3808
3845,7242
2801,2811
1081,2899
8976,2561
6967,8186
7379,8451
2081,2218
1630,9341
3867,7161
3723,8722
511,2257
7503,5098
2655,9428
7116,3015
8563,8487
7263,1369
1640,6175
3463,5584
4060,1977
4583,9928
6675,7302
7275,7028
9572,1974
2289,2509
264,3279
1339,5135
6389,6578
3350,3250
4934,1500
4461,108
271,3604
3008,201
1453,8727
3782,2770
6413,8061
5586,8826
6493,4041
9577,671
5109,1341
9933,1860
5667,628
9856,7707
3940,947
9532,830
974,750
2813,2775
5915,8939
6476,3089
4715,8671
6054,7010
3288,8099
9546,5799
3426,9091
5437,1090
6128,7548
8786,5796
5188,1521
258,6178
9453,5723
6560,1307
8829,2427
9910,9773
5132,3097
5964,2045
455,217
267,3089
3514,2127
4620,4691
3137,7810
195,3467
8992,411
5102,3882
844,7969
6612,3967
2924,2611
8087,7261
2411,720
1395,2331
6800,5012
5726,6240
4512,6979
4765,6864
708,2092
5049,6997
8591,6412
2849,4879
1600,2425
9802,3791
3550,4668
7254,2640
813,1642
3795,2238
3335,1235
5812,8263
5370,1919
2955,1364
3524,3697
8326,1460
5381,2579
8995,2701
4431,5741
5383,6685
1561,2434
5396,9639
2780,1641
8064,5834
9344,6508
620,4305
2801,4442
1328,9951
122,1203
1378,9431
9577,1280
4736,466
4702,1258
8596,5469
7797,7749
8592,7835
2950,8242
4815,4962
4951,9228
1098,7420
3339,2686
4238,1268
1651,958
5141,8395
4554,1922
7484,1250
6098,7053
9270,985
2554,1004
9274,8716
2697,6711
4803,9118
6439,1399
8473,2210
1317,284
5221,6758
7951,8516
5358,5997
72,7979
2672,4308
9932,1882
1715,177
5199,3483
2509,1660
1360,1218
3763,7167
2686,7357
5652,9637
9021,1146
5712,2630
709,2882
3233,3130
2020,1236
4177,7175
8731,3507
2655,8642
119,6948
6088,837
5444,9052
388,2289
4310,8338
5532,413
3681,5411
5172,7242
8638,8196
3238,9570
1207,4712
8185,4519
1220,1267
9978,1229
4443,3215
3857,9445
4780,2042
8170,13
5447,8328
4246,7061
8383,7556
5628,3032
3288,3392
